% time	cellId	IMSI	RNTI	layer	mcs	size	rv	ndi	ccId
9184	3	2	1	0	28	2292	0	1	0
9185	3	2	1	0	28	2292	0	1	0
9188	1	1	1	0	28	2292	0	1	0
9191	1	1	1	0	28	2292	0	1	0
9192	1	1	1	0	28	2292	0	1	0
9193	3	2	1	0	28	2292	0	1	0
9194	3	2	1	0	28	2292	0	1	0
9195	3	2	1	0	28	2292	0	1	0
9198	1	1	1	0	28	2292	0	1	0
9201	1	1	1	0	28	2292	0	1	0
9202	1	1	1	0	28	2292	0	1	0
9203	3	2	1	0	28	2292	0	1	0
9204	3	2	1	0	28	2292	0	1	0
9205	3	2	1	0	28	2292	0	1	0
9208	1	1	1	0	28	2292	0	1	0
9211	1	1	1	0	28	2292	0	1	0
9212	1	1	1	0	28	2292	0	1	0
9213	3	2	1	0	28	2292	0	1	0
9214	3	2	1	0	28	2292	0	1	0
9215	3	2	1	0	28	2292	0	1	0
9218	1	1	1	0	28	2292	0	1	0
9221	1	1	1	0	28	2292	0	1	0
9222	1	1	1	0	28	2292	0	1	0
9223	3	2	1	0	28	2292	0	1	0
9224	3	2	1	0	28	2292	0	1	0
9225	3	2	1	0	28	2292	0	1	0
9228	1	1	1	0	28	2292	0	1	0
9231	1	1	1	0	28	2292	0	1	0
9232	1	1	1	0	28	2292	0	1	0
9233	3	2	1	0	28	2292	0	1	0
9234	3	2	1	0	28	2292	0	1	0
9235	3	2	1	0	28	2292	0	1	0
9238	1	1	1	0	28	2292	0	1	0
9241	1	1	1	0	28	2292	0	1	0
9242	1	1	1	0	28	2292	0	1	0
9243	3	2	1	0	28	2292	0	1	0
9244	3	2	1	0	28	2292	0	1	0
9245	3	2	1	0	28	2292	0	1	0
9248	1	1	1	0	28	2292	0	1	0
9251	1	1	1	0	28	2292	0	1	0
9252	1	1	1	0	28	2292	0	1	0
9253	3	2	1	0	28	2292	0	1	0
9254	3	2	1	0	28	2292	0	1	0
9255	3	2	1	0	28	2292	0	1	0
9258	1	1	1	0	28	2292	0	1	0
9261	1	1	1	0	28	2292	0	1	0
9262	1	1	1	0	28	2292	0	1	0
9263	3	2	1	0	28	2292	0	1	0
